nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
21309309,환경,"2020년 서울시 도시가스 공급비용 산정용역 결과",김경식,녹색에너지과,20201004114612,"환경>집단에너지>집단에너지 사업 추진현황>도시가스 장단기 공급계획",02-2133-3712,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21309309
21309310,환경,"2020년 서울지역 도시가스 고객센터 지급수수료 산정용역 결과",김경식,녹색에너지과,20201004000000,"환경>집단에너지>집단에너지 사업 추진현황>도시가스 장단기 공급계획",02-2133-3712,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21309310
21310061,행정,"20년 3분기 유니버설디자인센터 운영 업무추진비 집행내역(한국유니버설디자인협회)",이효진,인재기획과,20201005170719,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",3488-2092,"CC BY-ND",https://opengov.seoul.go.kr/public/21310061
21321560,행정,"서울시교통문화교육원 업무추진비(3분기)",이연진,택시물류과,20201006111944,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-2327,"CC BY",https://opengov.seoul.go.kr/public/21321560
21322266,공통업무,"2020년 9월 서울시립대학교 기획처장 업무추진비 공개",김소은,기획과,20201006172300,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시립대학교 총장, 처장의 업무추진비",02-6490-6312,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21322266
21330879,행정,"2020년 3분기 서울상상나라 운영 업무추진비 집행내역",추인순,보육담당관,20201007074054,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5113,"CC BY",https://opengov.seoul.go.kr/public/21330879
21330880,행정,"서울시 청년교류공간 2020년 3분기 업무추진비 집행내역 공개 ",김강,청년청,20201007090919,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-4307,"CC BY",https://opengov.seoul.go.kr/public/21330880
21330890,행정,"2020년 3분기 ""글로벌문화체험센터 운영""업무추진비 집행내역(서울관광재단)",박주연,외국인다문화담당관,20201007000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-5080,"CC BY",https://opengov.seoul.go.kr/public/21330890
21330896,행정,"서울먹거리창업센터 업무추진비 공개(20년 2분기)",김동석,도시농업과,20201007140136,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5434,"CC BY",https://opengov.seoul.go.kr/public/21330896
21330897,행정,"서울먹거리창업센터 업무추진비 공개(20년 1분기)",김동석,도시농업과,20201007140404,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5434,"CC BY",https://opengov.seoul.go.kr/public/21330897
21330898,행정,"서울먹거리창업센터 업무추진비 공개(20년 3분기)",김동석,도시농업과,20201007140455,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5434,"CC BY",https://opengov.seoul.go.kr/public/21330898
21330900,행정,"모바일 투표(mVoting) 소개 및 주요 사례",신오균,스마트도시담당관,20201007141424,"행정ㆍ기타>서울시정보화정책>모바일 서비스 운영>엠보팅(mVoting) 시스템 운영",02-2133-2953,"CC BY-ND",https://opengov.seoul.go.kr/public/21330900
21331608,행정,"2020년 2/4분기 ""글로벌문화체험센터 운영""업무추진비 집행내역(서울관광재단)",박주연,외국인다문화담당관,20201007000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-5080,"CC BY",https://opengov.seoul.go.kr/public/21331608
21345619,공통업무,"2020년 9월 서울시립대학교 총장, 행정처장 업무추진비",유미정,총무과,20201008084928,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시립대학교 총장, 처장의 업무추진비",02-6490-6411,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21345619
21345629,행정,"2020년 9월 유형별 서식민원처리 실적(시본청)",황중섭,시민봉사담당관,20201008091225,"행정ㆍ기타>민원행정서비스>민원처리실적>유형별 민원처리실적",2133-7908,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21345629
21346517,행정,"  2020년 3분기 청년활력프로그램 운영 업무추진비 집행내역(서울시청년활동지원센터)  ",최수정,청년청,20201008153248,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-4329,"CC BY",https://opengov.seoul.go.kr/public/21346517
21346549,공통업무,"2020년 9월 서울시립대학교 교무처장 업무추진비 사용내역 공개",최선미,"서울시립대학교 교무과",20201008221926,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시립대학교 총장, 처장의 업무추진비",02-6490-6108,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21346549
21355335,공통업무,"2020년 9월 서울시립대학교 입학처장 업무추진비",김은경,입학관리과,20201009140447,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시립대학교 총장, 처장의 업무추진비",026490-6153,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21355335
21356919,공통업무,"2020년 9월 서울시립대학교 연구처장 업무추진비 공개",조준형,"서울시립대학교 연구지원과",20201010211332,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시립대학교 총장, 처장의 업무추진비",02-6490-6351,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21356919
21357464,안전,"2020년 8월 지점별 항목별 수질현황",백현지,물순환정책과,20201012000000,"안전>하천수질관리>한강 수질검사 결과>한강 수질검사 결과",02-2133-3767,"CC BY-ND",https://opengov.seoul.go.kr/public/21357464
21357473,행정,"인베스트서울센터 업무추진비 사용내역(2분기)",탁은숙,투자창업과,20201012105200,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4764,"CC BY",https://opengov.seoul.go.kr/public/21357473
21357474,행정,"인베스트서울센터 업무추진비 사용내역(3분기)",탁은숙,투자창업과,20201012110308,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4764,"CC BY",https://opengov.seoul.go.kr/public/21357474
21357476,행정,"서울시 협동조합지원센터 2020.3분기 업무추진비 사용내역",성지연,사회적경제담당관,20201012000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5478,"CC BY-ND",https://opengov.seoul.go.kr/public/21357476
21357714,행정,"2020년 2분기 서울생활문화센터 서교 업무추진비 집행내역(홍우주 사회적협동조합)",유승운,문화정책과,20201012164914,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-2543,"CC BY",https://opengov.seoul.go.kr/public/21357714
21357715,행정,"2020년 3분기 서울생활문화센터 서교 업무추진비 집행내역(홍우주 사회적협동조합)",유승운,문화정책과,20201012165034,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-2543,"CC BY",https://opengov.seoul.go.kr/public/21357715
21357722,행정,"2020년 2,3분기 성평등활동지원센터 업무추진비 집행내역",이선아,여성정책담당관,20201012210951,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5023,"CC BY",https://opengov.seoul.go.kr/public/21357722
21357723,행정,"2020년 3분기 시청시민청 업무추진비 집행내역(서울문화재단)",주청,시민소통담당관,20201012211826,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-6418,"CC BY",https://opengov.seoul.go.kr/public/21357723
21357724,행정,"2020년 3분기 삼각산시민청 업무추진비 집행내역(서울문화재단)",주청,시민소통담당관,20201012211946,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-6418,"CC BY",https://opengov.seoul.go.kr/public/21357724
21366683,행정,"2020년 3분기 여성능력개발원 업무추진비 집행 내역",차지연,여성정책담당관,20201013092526,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5028,"CC BY",https://opengov.seoul.go.kr/public/21366683
21366684,행정,"2020년 2분기 ""서울시 청년허브 운영"" 업무추진비 집행내역",이성민,청년청,20201013000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-6591,"CC BY",https://opengov.seoul.go.kr/public/21366684
21366685,행정,"2020년 3분기 ""서울시 청년허브 운영"" 업무추진비 집행내역",이성민,청년청,20201013104713,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-6591,"CC BY",https://opengov.seoul.go.kr/public/21366685
21366687,행정,"2020년 3분기 시립청소년센터 민간위탁 업무추진비 집행내역(강동,화곡) ",권희주,청소년정책과,20201013000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4124,"CC BY-ND",https://opengov.seoul.go.kr/public/21366687
21367384,행정,"서울이주여성상담센터 업무추진비 공개(20년3분기)",임선희,"여성가족정책실 외국인다문화담당관",20201013000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5078,"CC BY",https://opengov.seoul.go.kr/public/21367384
21367385,공통업무,"아이돌봄담당관 2019년 상품권 구매 내역",이미르,아이돌봄담당관,20201013161349,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-4805,"CC BY",https://opengov.seoul.go.kr/public/21367385
21367386,공통업무,"여성권익담당관 2019년 상품권 구매내역 ",이선호,여성권익담당관,20201013165042,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-5323,"CC BY",https://opengov.seoul.go.kr/public/21367386
21367388,행정,"서울시 한부모가족지원센터 업무추진비 집행내역(2020.1~3분기)",최문선,가족담당관,20201013185943,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5163,"CC BY",https://opengov.seoul.go.kr/public/21367388
21375585,공통업무,"상품권 구매 및 사용내역 공개(2019년, 외국인다문화담당관)",임다미,외국인다문화담당관,20201014095304,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-5066,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21375585
21375586,주택도시계획,"마곡 일반산업단지 산업시설용지 입주 및 분양 공고",정윤정,서남권사업과,20201014100723,"주택ㆍ도시계획>마곡사업>마곡 산업단지 입주계약 및 분양>마곡산업단지분양현황",2133-1527,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21375586
21375588,행정,"2020년 3분기 장애인복지관 운영 업무추진비 집행내역(서울장애인종합복지관))",안호준,장애인자립지원과,20201014113252,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7454,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21375588
21375589,행정,"2020년 3분기 장애인복지관 운영 업무추진비 집행내역(시립뇌성마비복지관)",안호준,장애인자립지원과,20201014113627,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7454,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21375589
21375590,행정,"2020년 3분기 장애인복지관 운영 업무추진비 집행내역(시립북부장애인복지관)",안호준,장애인자립지원과,20201014113729,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7454,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21375590
21375591,행정,"2020년 3분기 장애인복지관 운영 업무추진비 집행내역(시립서대문농아인복지관)",안호준,장애인자립지원과,20201014113851,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7454,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21375591
21375592,행정,"2020년 3분기 장애인복지관 운영 업무추진비 집행내역(시립상이군경복지관)",안호준,장애인자립지원과,20201014113947,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7454,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21375592
21375593,행정,"2020년 3분기 장애인복지관 운영 업무추진비 집행내역(시립영등포장애인복지관)",안호준,장애인자립지원과,20201014114050,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7454,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21375593
21375594,행정,"2020년 3분기 장애인복지관 운영 업무추진비 집행내역(시립남부장애인종합복지관)",안호준,장애인자립지원과,20201014114141,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7454,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21375594
21375595,행정,"2020년 3분기 장애인복지관 운영 업무추진비 집행내역(시립노원시각장애인복지관)",안호준,장애인자립지원과,20201014114230,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7454,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21375595
21375596,행정,"2020년 3분기 장애인복지관 운영 업무추진비 집행내역(시립발달장애인복지관)",안호준,장애인자립지원과,20201014114344,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7454,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21375596
21376368,행정,"동북권역 마을배움터 업무추진비 내역 공개(2020년 3분기) ",정명옥,지역공동체담당관,20201014143233,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-6344,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21376368
21376369,행정,"2020년 2분기 AI 양재 허브 운영 업무추진비 집행내역",서수진,거점성장추진단,20201014150054,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-8463,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21376369
21376370,행정,"2020년 3분기 AI 양재 허브 운영 업무추진비 집행내역",서수진,거점성장추진단,20201014150151,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-8463,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21376370
21376374,행정,"민간위탁 사무 수탁기관 업무추진비 내역(3분기)",이홍석,지역상생경제과,20201014204526,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4462,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21376374
21384182,행정,"2020년 3분기 ""서울숲 운영 및 관리"" 업무추진비 집행내역(서울그린트러스트) ",김숙경,"동부공원녹지사업소 서울숲공원지원과",20201015073149,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-460-2984,"CC BY",https://opengov.seoul.go.kr/public/21384182
21384183,행정,"2020년 2분기 서울시 감정노동 종사자 권리보호 센터 업무추진비 집행내역(한국비정규노동센터)",김효민,노동정책담당관,20201015000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5425,"CC BY",https://opengov.seoul.go.kr/public/21384183
21384184,행정,"2020년 3분기 서울시 감정노동 종사자 권리보호센터 업무추진비 집행내역(한국비정규노동센터)",김효민,노동정책담당관,20201015000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5425,"CC BY",https://opengov.seoul.go.kr/public/21384184
21384185,행정,"2020년 3분기 ""도시재생지원센터 운영"" 업무추진비 집행내역(""서울특별시 도시재생지원센터"")",오민택,주거재생과,20201015105632,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7159,"CC BY",https://opengov.seoul.go.kr/public/21384185
21384186,행정,"2020년 3분기 ""저소득층 예술영재 교육""업무추진비 집행내역(건국대학교 산학협력단)",이현숙,문화예술과,20201015105842,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-2625,"CC BY-ND",https://opengov.seoul.go.kr/public/21384186
21384187,행정,"2020년 3분기 ""저소득층 예술영재 교육"" 업무추진비 집행내역(한양대학교 산학협력단) ",이현숙,문화예술과,20201015000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-2625,"CC BY-ND",https://opengov.seoul.go.kr/public/21384187
21384188,행정,"2020년 3분기 ""저소득층 음악영재 발굴 및 교육기회 확대""사업 업무추진비 집행내역(숙명여자대학교 산학협력단) ",이현숙,문화예술과,20201015000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-2625,"CC BY-ND",https://opengov.seoul.go.kr/public/21384188
21384189,행정,"서울특별시 동부권직장맘지원센터 업무추진비 집행내역(2020년 3분기)",김수현,여성정책담당관,20201015120559,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-5019,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21384189
21384190,행정,"서울특별시 서남권직장맘지원센터 업무추진비 집행내역(2020년 3분기)",김수현,여성정책담당관,20201015120905,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-5019,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21384190
21384191,행정,"서울특별시 서북권직장맘지원센터 업무추진비 집행내역(2020년 3분기)",김수현,여성정책담당관,20201015121042,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-5019,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21384191
21384192,행정,"2020년 2분기 서울노동권익센터 업무추진비 집행내역(한국비정규노동센터)",최은정,노동정책담당관,20201015135600,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",0221335421,"CC BY",https://opengov.seoul.go.kr/public/21384192
21385035,행정,"2020년도 3분기 서울시생활속민주주의학습지원센터 업무추진비 집행내역 ",김미경,서울민주주의담당관,20201015153016,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-6473,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21385035
21396933,행정,"민간위탁사무 수탁기관 업무추진비 집행내역(3분기_다시함께상담센터)",오수연,여성권익담당관,20201016103813,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-5333,"CC BY",https://opengov.seoul.go.kr/public/21396933
21396935,행정,"신림선 도시철도 민간투자사업 최초 실시협약서",김태윤,도시철도계획부,20201016000000,"행정ㆍ기타>민간투자사업>민간투자사업 협약체결>민간투자사업 실시협약서",02-772-7158,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21396935
21396936,행정,"동북선 도시철도 민간투자사업 최초 실시협약서",김태윤,도시철도계획부,20201016000000,"행정ㆍ기타>민간투자사업>민간투자사업 협약체결>민간투자사업 실시협약서",02-772-7158,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21396936
21396937,행정,"전자상거래센터 업무추진비 집행내역(2020년 7월~9월)",최은희,공정경제담당관,20201016112529,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-5372,"CC BY",https://opengov.seoul.go.kr/public/21396937
21397843,행정,"2020년 3분기 여성발전센터(5개소) 업무추진비 집행내역",김소연,여성정책담당관,20201016155926,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5030,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21397843
21397844,행정,"2020년 3분기 ""서울 공공한옥 사무민간위탁 운영"" 업무추진비 집행내역",김성찬,한옥건축자산과,20201016171214,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5580,"CC BY",https://opengov.seoul.go.kr/public/21397844
21397845,행정,"우이신설 도시철도 민간투자사업 최초 실시협약서('09.4.9.)",김유정,도시철도과,20201016173825,"행정ㆍ기타>민간투자사업>민간투자사업 협약체결>민간투자사업 실시협약서",02-2133-4355,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21397845
21406696,행정,"2020년 3분기 시립서울역쪽방상담소 업무추진비 집행내역(사회복지법인 온누리복지재단)",이우승,자활지원과,20201019000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-7491,"CC BY",https://opengov.seoul.go.kr/public/21406696
21406847,행정,"2020년 3분기 서울여성공예센터 더아리움 업무추진비 집행내역",김소연,여성정책담당관,20201019150958,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5030,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21406847
21406848,행정,"민간위탁 사무 수탁기관 업무추진비 공개(3분기)",신채연,아이돌봄담당관,20201019212934,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-9510,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21406848
21415983,행정,"2020년 3분기 ""시립홍은동미래형직업재활시설 그린내"" 업무추진비 집행내역(사회복지법인 서울삼성원)",임종수,장애인복지정책과,20201020085439,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-7468,"CC BY-ND",https://opengov.seoul.go.kr/public/21415983
21415984,행정,"2020년 3분기 ""시립마천동미래형직업재활시설 굿윌스토어"" 업무추진비 집행내역(사회복지법인 밀알복지재단)",임종수,장애인복지정책과,20201020090419,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-7468,"CC BY-ND",https://opengov.seoul.go.kr/public/21415984
21415985,행정,"""장애인일자리 통합지원센터"" 업무추진비 집행내역(2019.10. ~ 2020.9.)",김상철,장애인복지정책과,20201020094431,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-7466,"CC BY-ND",https://opengov.seoul.go.kr/public/21415985
21415986,행정,"2020년 3분기 민간위탁 수탁기관 업무추진비 사용내역(서울역일대 거점)",강영호,공공재생과,20201020094558,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-8652,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21415986
21415987,행정,"2020년 3분기 장애인생산품판매시설 업무추진비 집행내역(한국장애인직업재활시설협회)",정효민,장애인복지정책과,20201020103755,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7465,"CC BY",https://opengov.seoul.go.kr/public/21415987
21415988,행정,"2020년 3분기 도심권50플러스센터 업무추진비 집행내역",김홍,인생이모작지원과,20201020105313,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-7800,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21415988
21415990,행정,"마포 마을활력소 2020년 3분기 업무추진비 집행내역 공개",김현진,지역공동체담당관,20201020142206,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-6346,"CC BY-ND",https://opengov.seoul.go.kr/public/21415990
21416763,행정,"2020년 시립종합사회복지관 업무추진비 집행내역(시립신목종합사회복지관)",고영빈,지역돌봄복지과,20201020160903,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7388,"CC BY",https://opengov.seoul.go.kr/public/21416763
21416764,행정,"2020년 3분기 서울시 사회적경제 우수기업 육성지원사업 업무추진비(서울사회적경제네트워크)",지정희,사회적경제담당관,20201020000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5497,"CC BY-SA",https://opengov.seoul.go.kr/public/21416764
21416765,행정,"2020년 3분기 민간위탁시설 노들섬 업무추진비 집행내역",박지연,재생정책과,20201020210005,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-8631,"CC BY",https://opengov.seoul.go.kr/public/21416765
21424387,행정,"2020년 3분기 서울시 청년공간 무중력지대 업무추진비 집행내역(6개소)",이은지,청년청,20201021091620,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4311,"CC BY-ND",https://opengov.seoul.go.kr/public/21424387
